timestamp_iso,epoch,label,pid,cpu_percent,rss_mb
2026-07-07 11:25:02,1783419902.876,roscore,5544,0.0,3.9
2026-07-07 11:25:02,1783419902.876,roscore,5624,0.5,3.7
2026-07-07 11:25:02,1783419902.876,roscore,5915,0.5,43.2
2026-07-07 11:25:02,1783419902.876,rs_t265,5985,0.0,43.8
2026-07-07 11:25:02,1783419902.876,rs_t265,5999,7.4,87.6
2026-07-07 11:25:02,1783419902.876,rs_t265,6000,0.5,14.3
2026-07-07 11:25:02,1783419902.876,cam_capture_node,6080,2.5,84.7
2026-07-07 11:25:04,1783419904.902,roscore,5544,0.0,3.9
2026-07-07 11:25:04,1783419904.902,roscore,5624,0.0,3.7
2026-07-07 11:25:04,1783419904.902,roscore,5915,0.0,43.2
2026-07-07 11:25:04,1783419904.902,rs_t265,5985,0.0,43.8
2026-07-07 11:25:04,1783419904.902,rs_t265,5999,7.4,87.6
2026-07-07 11:25:04,1783419904.902,rs_t265,6000,0.0,14.3
2026-07-07 11:25:04,1783419904.902,cam_capture_node,6080,1.5,84.7
2026-07-07 11:25:06,1783419906.929,roscore,5544,0.0,3.9
2026-07-07 11:25:06,1783419906.929,roscore,5624,0.0,3.7
2026-07-07 11:25:06,1783419906.929,roscore,5915,0.5,43.2
2026-07-07 11:25:06,1783419906.929,rs_t265,5985,0.5,43.8
2026-07-07 11:25:06,1783419906.929,rs_t265,5999,7.9,87.6
2026-07-07 11:25:06,1783419906.929,rs_t265,6000,0.5,14.3
2026-07-07 11:25:06,1783419906.929,cam_capture_node,6080,2.5,84.7
2026-07-07 11:25:08,1783419908.954,roscore,5544,0.0,3.9
2026-07-07 11:25:08,1783419908.954,roscore,5624,0.0,3.7
2026-07-07 11:25:08,1783419908.954,roscore,5915,0.5,43.2
2026-07-07 11:25:08,1783419908.954,rs_t265,5985,0.5,43.8
2026-07-07 11:25:08,1783419908.954,rs_t265,5999,8.4,87.6
2026-07-07 11:25:08,1783419908.954,rs_t265,6000,0.5,14.3
2026-07-07 11:25:08,1783419908.954,cam_capture_node,6080,2.0,84.7
2026-07-07 11:25:10,1783419910.979,roscore,5544,0.0,3.9
2026-07-07 11:25:10,1783419910.979,roscore,5624,0.0,3.7
2026-07-07 11:25:10,1783419910.979,roscore,5915,0.5,43.2
2026-07-07 11:25:10,1783419910.979,rs_t265,5985,0.5,43.8
2026-07-07 11:25:10,1783419910.979,rs_t265,5999,8.4,87.6
2026-07-07 11:25:10,1783419910.979,rs_t265,6000,0.0,14.3
2026-07-07 11:25:10,1783419910.979,cam_capture_node,6080,2.0,84.7
2026-07-07 11:25:13,1783419913.009,roscore,5544,0.0,3.9
2026-07-07 11:25:13,1783419913.009,roscore,5624,0.5,3.7
