timestamp_iso,epoch,label,pid,cpu_percent,rss_mb
2026-07-07 16:31:48,1783438308.815,roscore,28825,0.0,4.1
2026-07-07 16:31:48,1783438308.815,roscore,28929,0.0,43.1
2026-07-07 16:31:48,1783438308.815,rs_t265,28977,1.9,43.8
2026-07-07 16:31:48,1783438308.815,rs_t265,28991,7.6,79.1
2026-07-07 16:31:48,1783438308.815,rs_t265,28992,1.9,14.4
2026-07-07 16:31:48,1783438308.815,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:49,1783438309.340,roscore,28825,0.0,4.1
2026-07-07 16:31:49,1783438309.340,roscore,28929,1.9,43.1
2026-07-07 16:31:49,1783438309.340,rs_t265,28977,0.0,43.8
2026-07-07 16:31:49,1783438309.340,rs_t265,28991,11.4,79.1
2026-07-07 16:31:49,1783438309.340,rs_t265,28992,0.0,14.4
2026-07-07 16:31:49,1783438309.340,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:49,1783438309.866,roscore,28825,0.0,4.1
2026-07-07 16:31:49,1783438309.866,roscore,28929,0.0,43.1
2026-07-07 16:31:49,1783438309.866,rs_t265,28977,0.0,43.8
2026-07-07 16:31:49,1783438309.866,rs_t265,28991,5.7,79.1
2026-07-07 16:31:49,1783438309.866,rs_t265,28992,0.0,14.4
2026-07-07 16:31:49,1783438309.866,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:50,1783438310.391,roscore,28825,0.0,4.1
2026-07-07 16:31:50,1783438310.391,roscore,28929,0.0,43.1
2026-07-07 16:31:50,1783438310.391,rs_t265,28977,0.0,43.8
2026-07-07 16:31:50,1783438310.391,rs_t265,28991,7.6,79.1
2026-07-07 16:31:50,1783438310.391,rs_t265,28992,0.0,14.4
2026-07-07 16:31:50,1783438310.391,cam_capture_node,29043,3.8,83.3
2026-07-07 16:31:50,1783438310.919,roscore,28825,0.0,4.1
2026-07-07 16:31:50,1783438310.919,roscore,28929,0.0,43.1
2026-07-07 16:31:50,1783438310.919,rs_t265,28977,0.0,43.8
2026-07-07 16:31:50,1783438310.919,rs_t265,28991,7.6,79.1
2026-07-07 16:31:50,1783438310.919,rs_t265,28992,0.0,14.4
2026-07-07 16:31:50,1783438310.919,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:51,1783438311.446,roscore,28825,0.0,4.1
2026-07-07 16:31:51,1783438311.446,roscore,28929,0.0,43.1
2026-07-07 16:31:51,1783438311.446,rs_t265,28977,1.9,43.8
2026-07-07 16:31:51,1783438311.446,rs_t265,28991,11.4,79.1
2026-07-07 16:31:51,1783438311.446,rs_t265,28992,0.0,14.4
2026-07-07 16:31:51,1783438311.446,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:51,1783438311.973,roscore,28825,0.0,4.1
2026-07-07 16:31:51,1783438311.973,roscore,28929,0.0,43.1
2026-07-07 16:31:51,1783438311.973,rs_t265,28977,0.0,43.8
2026-07-07 16:31:51,1783438311.973,rs_t265,28991,5.7,79.1
2026-07-07 16:31:51,1783438311.973,rs_t265,28992,0.0,14.4
2026-07-07 16:31:51,1783438311.973,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:52,1783438312.496,roscore,28825,0.0,4.1
2026-07-07 16:31:52,1783438312.496,roscore,28929,1.9,43.1
2026-07-07 16:31:52,1783438312.496,rs_t265,28977,0.0,43.8
2026-07-07 16:31:52,1783438312.496,rs_t265,28991,9.5,79.1
2026-07-07 16:31:52,1783438312.496,rs_t265,28992,0.0,14.4
2026-07-07 16:31:52,1783438312.496,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:53,1783438313.024,roscore,28825,0.0,4.1
2026-07-07 16:31:53,1783438313.024,roscore,28929,0.0,43.1
2026-07-07 16:31:53,1783438313.024,rs_t265,28977,0.0,43.8
2026-07-07 16:31:53,1783438313.024,rs_t265,28991,11.3,79.1
2026-07-07 16:31:53,1783438313.024,rs_t265,28992,0.0,14.4
2026-07-07 16:31:53,1783438313.024,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:53,1783438313.556,roscore,28825,0.0,4.1
2026-07-07 16:31:53,1783438313.556,roscore,28929,0.0,43.1
2026-07-07 16:31:53,1783438313.556,rs_t265,28977,0.0,43.8
2026-07-07 16:31:53,1783438313.556,rs_t265,28991,7.4,79.1
2026-07-07 16:31:53,1783438313.556,rs_t265,28992,1.8,14.4
2026-07-07 16:31:53,1783438313.556,cam_capture_node,29043,1.8,83.3
2026-07-07 16:31:54,1783438314.100,roscore,28825,0.0,4.1
2026-07-07 16:31:54,1783438314.100,roscore,28929,0.0,43.1
2026-07-07 16:31:54,1783438314.100,rs_t265,28977,1.9,43.8
2026-07-07 16:31:54,1783438314.100,rs_t265,28991,5.7,79.1
2026-07-07 16:31:54,1783438314.100,rs_t265,28992,0.0,14.4
2026-07-07 16:31:54,1783438314.100,cam_capture_node,29043,1.9,83.3
2026-07-07 16:31:54,1783438314.625,roscore,28825,0.0,4.1
2026-07-07 16:31:54,1783438314.625,roscore,28929,1.9,43.1
2026-07-07 16:31:54,1783438314.625,rs_t265,28977,0.0,43.8
2026-07-07 16:31:54,1783438314.625,rs_t265,28991,7.6,79.1
2026-07-07 16:31:54,1783438314.625,rs_t265,28992,0.0,14.4
2026-07-07 16:31:54,1783438314.625,cam_capture_node,29043,3.8,83.3
2026-07-07 16:31:55,1783438315.149,roscore,28825,0.0,4.1
2026-07-07 16:31:55,1783438315.149,roscore,28929,0.0,43.1
2026-07-07 16:31:55,1783438315.149,rs_t265,28977,0.0,43.8
